文献号	是否转让	说明书页数	附图个数	文献引证数	专利引证数	引证本国专利数	引证外国专利数	专利类别	保护期	分类数	IPC大类数	IPC小类数	同族专利数	同族布局国家（地区）数	是否为PCT国际专利申请	是否为五国专利/四方专利	专利国别代码	申请日公开日时间间隔（年）	申请日授权日时间间隔	公开日授权日时间间隔	剩余有效期	是否有优先权	权项数	发明人数	申请人数	专利权人规模	申请人类型
CN201280020897.3	0	0.306557377	0	0	0.25	0	0.25	1	1	0.133333333	0.2	0.4	0.15625	0.238095238	0	0	1	0.222222222	0.5	0.8	0.642857143	1	0.118852459	0.555555556	0.333333333	0.333333333	1
CN201280024118.7	0	0.257377049	0	0.125	0.75	0.222222222	0.583333333	1	1	0.333333333	0.2	0.4	0.125	0.19047619	0	0	1	0.222222222	0.333333333	0.6	0.642857143	1	0.241803279	0.185185185	0.333333333	0.333333333	1
CN201210205678.4	0	0.026229508	0	0	0.166666667	0.222222222	0	1	1	0.133333333	0.2	0.4	0.125	0.19047619	0	0	0	0.222222222	0.166666667	0.2	0.642857143	0	0.040983607	0.222222222	0	0	1
CN201310032097.X	0	0.026229508	0	0	0.333333333	0	0.333333333	1	1	0.933333333	0.2	0.4	0.125	0.166666667	0	0	0	0.222222222	0.25	0.2	0.714285714	0	0.057377049	0.037037037	0	0	1
CN201280033592.6	0	0.201639344	0.225806452	0.125	0.25	0.222222222	0.083333333	1	1	0.066666667	0.2	0.2	0.125	0.166666667	0	0	1	0.222222222	0.5	0.8	0.642857143	1	0.086065574	0.111111111	0	0	1
CN201210249796.5	0	0.054098361	0.075268817	0	0.416666667	0.333333333	0.166666667	1	1	0.133333333	0.2	0.4	0.125	0.142857143	0	0	0	0.222222222	0.333333333	0.4	0.642857143	0	0.069672131	0	0	0	1
CN201310479016.0	0	0.024590164	0.043010753	0.375	0.333333333	0.111111111	0.25	1	1	0.266666667	0.2	0.4	0.109375	0.166666667	0	0	0	0	0.083333333	0.2	0.714285714	0	0.024590164	0.074074074	0.333333333	0.333333333	0.6
CN201280048931.8	0	0.037704918	0.279569892	0	0.25	0.222222222	0.083333333	1	1	0.066666667	0	0	0.109375	0.166666667	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.049180328	0	0	0	1
CN201280048948.3	0	0.040983607	0.268817204	0	0.416666667	0.222222222	0.25	1	1	0.066666667	0	0	0.109375	0.166666667	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.057377049	0	0	0	1
CN201280028598.4	0	0.075409836	0	0	0.666666667	0.333333333	0.416666667	1	1	0.266666667	0.2	0.4	0.109375	0.166666667	0	0	1	0.222222222	0.333333333	0.4	0.642857143	1	0.094262295	0.222222222	0	0	1
CN201280052426.0	0	0.047540984	0.096774194	0	0.333333333	0.333333333	0.083333333	1	1	0	0	0	0.109375	0.142857143	0	0	1	0.222222222	0.5	0.8	0.642857143	1	0.290983607	0.037037037	0	0	1
CN201280048620.1	0	0.021311475	0.150537634	0	0.25	0.111111111	0.166666667	1	1	0.2	0.2	0.4	0.09375	0.142857143	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.036885246	0	0	0	1
CN201410402727.2	0	0.013114754	0	0.25	0.166666667	0.222222222	0	1	1	0.333333333	0	0.2	0.078125	0.119047619	0	0	0	0	0.25	0.4	0.785714286	0	0.040983607	0.185185185	0	0	1
CN201380005489.5	0	0.026229508	0.182795699	0	0.416666667	0.222222222	0.25	1	1	0.133333333	0.2	0.2	0.078125	0.119047619	0	0	1	0.222222222	0.25	0.2	0.714285714	1	0.040983607	0	0	0	1
CN201280047119.3	0	0.044262295	0.064516129	0	0.416666667	0.333333333	0.166666667	1	1	0.066666667	0.2	0.2	0.078125	0.095238095	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.098360656	0	0	0	1
CN201280047122.5	0	0.045901639	0.064516129	0	0.583333333	0.333333333	0.333333333	1	1	0.066666667	0.2	0.2	0.0625	0.095238095	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.098360656	0.037037037	0	0	1
CN201280044108.X	0	0.026229508	0.086021505	0	0.583333333	0.111111111	0.5	1	1	0	0	0	0.0625	0.095238095	0	0	1	0.222222222	0.25	0.4	0.642857143	1	0.135245902	0.074074074	0	0	1
CN201280040191.3	0	0.019672131	0.021505376	0.125	0.75	0.555555556	0.333333333	1	1	0.2	0.2	0.2	0.0625	0.095238095	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.094262295	0.037037037	0	0	1
CN201380004931.2	0	0.036065574	0.064516129	0	0.166666667	0.222222222	0	1	1	0	0	0	0.0625	0.095238095	0	0	1	0.222222222	0.416666667	0.6	0.714285714	1	0.135245902	0	0	0	1
CN201280064835.2	0	0.027868852	0	0.125	0.166666667	0.222222222	0	1	1	0.2	0	0	0.0625	0.095238095	0	0	1	0.222222222	0.416666667	0.8	0.642857143	1	0.069672131	0.037037037	0	0	1
CN201410048713.5	0	0.018032787	0.021505376	0.125	0.166666667	0.222222222	0	1	1	0.266666667	0	0.2	0.046875	0.071428571	0	0	0	0	0.083333333	0.2	0.785714286	0	0.028688525	0.074074074	0.333333333	0.333333333	0.6
CN201280025766.4	0	0.027868852	0.107526882	0	0.5	0.333333333	0.25	1	1	0	0	0	0.046875	0.071428571	0	0	1	0.333333333	0.416666667	0.4	0.642857143	1	0.081967213	0.185185185	0	0	1
CN201210339374.7	0	0.026229508	0.043010753	0.125	0.166666667	0.111111111	0.083333333	1	1	0.2	0	0.2	0.015625	0.023809524	0	0	0	0.222222222	0.333333333	0.6	0.642857143	0	0.057377049	0.185185185	0.333333333	0.333333333	1
CN201310025800.4	0	0.029508197	0	0	0.25	0.333333333	0	1	1	0.133333333	0.2	0.4	0.015625	0	0	0	0	0.111111111	0.25	0.4	0.714285714	0	0.028688525	0.074074074	0	0	1
CN201410185254.5	0	0.008196721	0	0.25	0.333333333	0.444444444	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.036885246	0.037037037	0	0	1
CN201410231509.7	0	0.009836066	0	0.125	0.416666667	0.333333333	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.016393443	0.037037037	0	0	1
CN201210453995.8	0	0.006557377	0	0.25	0.333333333	0.333333333	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.642857143	0	0.024590164	0.185185185	0	0	0.8
CN201410524351.2	0	0.021311475	0.010752688	0	0.333333333	0.333333333	0.083333333	1	1	0.333333333	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.06147541	0.148148148	0	0	1
CN201310256234.8	0	0.009836066	0.010752688	0	0.333333333	0.333333333	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.333333333	0.4	0.714285714	0	0.036885246	0.074074074	0	0	0.8
CN201310573576.2	0	0.014754098	0	0	0.25	0.333333333	0	1	1	0.2	0	0	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.028688525	0.111111111	0	0	1
CN201320487209.6	0	0.009836066	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0.016393443	0.074074074	0	0	1
CN201410201688.X	0	0.013114754	0.043010753	0.125	0.25	0.222222222	0.083333333	1	1	0.133333333	0.2	0.4	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.016393443	0.037037037	0	0	0.8
CN201210414027.6	0	0.008196721	0	0.25	0.25	0.111111111	0.166666667	1	1	0.066666667	0	0	0	0	0	0	0	0.222222222	0.333333333	0.4	0.642857143	0	0.040983607	0.037037037	0.666666667	0.666666667	1
CN201310723011.8	0	0.009836066	0	0.5	0.333333333	0.333333333	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.2	0.714285714	0	0.024590164	0.185185185	0	0	1
CN201310618744.5	0	0.018032787	0.010752688	0.125	0.166666667	0.222222222	0	1	1	0.2	0.2	0.6	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.028688525	0.148148148	0	0	1
CN201310573675.0	0	0.01147541	0	0.25	0.166666667	0.111111111	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.714285714	0	0.028688525	0.111111111	0	0	1
CN201410233473.6	0	0.02295082	0.053763441	0.25	0.166666667	0.222222222	0	1	1	0.266666667	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.012295082	0.222222222	0	0	0.8
CN201310043043.3	0	0.008196721	0	0.125	0.416666667	0.444444444	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.714285714	0	0.028688525	0.148148148	0	0	1
CN201410088187.5	0	0.01147541	0	0	0.333333333	0.444444444	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410118661.4	0	0.006557377	0	0.25	0.25	0.333333333	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.012295082	0.037037037	0	0	1
CN201310649131.8	0	0.026229508	0.021505376	0	0	0	0	1	1	0.2	0	0.4	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.020491803	0.111111111	0	0	0.8
CN201310554549.0	0	0.024590164	0.075268817	0.125	0.333333333	0.222222222	0.166666667	1	1	0.2	0	0.2	0	0	0	0	0	0	0.166666667	0.2	0.714285714	0	0.06147541	0.074074074	0.333333333	0.333333333	1
CN201320620928.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0.016393443	0.222222222	0	0	1
CN201310573517.5	0	0.014754098	0	0	0.25	0.333333333	0	1	1	0.2	0	0	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.028688525	0.111111111	0	0	1
CN201410496187.9	0	0.016393443	0	0.125	0.166666667	0.111111111	0.083333333	1	1	0.4	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201410265378.4	0	0.013114754	0	0	0.333333333	0.444444444	0	1	1	0.266666667	0	0.4	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201410265665.5	0	0.01147541	0	0	0.333333333	0.222222222	0.166666667	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.028688525	0.037037037	0	0	1
CN201420257987.0	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.040983607	0.037037037	0	0	1
CN201410182824.5	0	0.021311475	0.032258065	0.25	0.25	0.333333333	0	1	1	0.066666667	0	0	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201410177417.5	0	0.024590164	0.086021505	0.125	0.166666667	0.111111111	0.083333333	1	1	0.266666667	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.012295082	0.111111111	0	0	0.8
CN201420371306.3	0	0.006557377	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0	0	0	0.6
CN201420371274.7	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0	0	0	0.6
CN201410013681.5	0	0.008196721	0.010752688	0.125	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.020491803	0.037037037	0	0	1
CN201310672837.6	0	0.013114754	0.053763441	0.625	0.416666667	0.333333333	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.714285714	0	0.016393443	0.037037037	0	0	0.8
CN201320719910.6	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0.008196721	0.111111111	0	0	1
CN201310568602.2	0	0.018032787	0.053763441	0	0.25	0.222222222	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.714285714	0	0.004098361	0.111111111	0	0	1
CN201310541002.7	0	0.016393443	0.043010753	1	0.25	0.333333333	0	1	1	0.133333333	0.2	0.2	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.024590164	0.185185185	0	0	0.8
CN201310524436.6	0	0.009836066	0.021505376	0	0.5	0.555555556	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.25	0.6	0.714285714	0	0.036885246	0.074074074	0	0	1
CN201310456846.1	0	0.01147541	0.010752688	0.125	0.5	0.666666667	0	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.166666667	0.2	0.714285714	0	0.012295082	0.037037037	0	0	0.8
CN201410403438.4	0	0.016393443	0	0	0.25	0.333333333	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.185185185	0	0	1
CN201410370993.1	0	0.045901639	0	0	0.333333333	0.444444444	0	1	1	0.533333333	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0	0	0	1
CN201410367947.6	0	0.014754098	0.086021505	0	0.25	0.333333333	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0	0	0	1
CN201410303775.6	0	0.021311475	0.053763441	0.25	0.166666667	0.111111111	0.083333333	1	1	0.2	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.012295082	0.259259259	0	0	0.8
CN201410229018.9	0	0.01147541	0	0.375	0.083333333	0.111111111	0	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.028688525	0.148148148	0	0	1
CN201410111617.0	0	0.004918033	0	0.25	0.25	0.222222222	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.016393443	0	0	0	1
CN201410265104.5	0	0.016393443	0	0.125	0.166666667	0.222222222	0	1	1	0.2	0	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201420257842.0	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.012295082	0.074074074	0	0	1
CN201410176396.5	0	0.02295082	0.086021505	0.125	0.166666667	0.111111111	0.083333333	1	1	0.2	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.012295082	0.111111111	0	0	0.8
CN201310004464.5	0	0.01147541	0.021505376	0	0.416666667	0.444444444	0.083333333	1	1	0	0	0	0	0	0	0	0	0.222222222	0.25	0.2	0.714285714	0	0.040983607	0.037037037	0.333333333	0.333333333	1
CN201310022078.9	0	0.036065574	0.096774194	0.5	0.25	0.333333333	0	1	1	0.333333333	0.2	0.4	0	0	0	0	0	0.222222222	0.166666667	0.2	0.714285714	0	0.040983607	0.111111111	0	0	1
CN201420272808.0	0	0.019672131	0.053763441	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0.222222222	0	0	1
CN201410066734.X	0	0.024590164	0.053763441	0.25	0.333333333	0.333333333	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.028688525	0.222222222	0	0	1
CN201420175801.7	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.036885246	0.074074074	0	0	1
CN201410147880.5	0	0.027868852	0	0	0.166666667	0.222222222	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0	0	0	1
CN201410143687.4	0	0.019672131	0	0.125	0.333333333	0.444444444	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0	0	0	1
CN201420205301.3	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.004098361	0.074074074	0	0	1
CN201420179272.8	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.008196721	0.074074074	0	0	1
CN201410060711.8	0	0.01147541	0.043010753	0.125	0.166666667	0.222222222	0	1	1	0.266666667	0.2	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.020491803	0.185185185	0	0	1
CN201410060713.7	0	0.014754098	0.064516129	0.25	0.416666667	0.555555556	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.028688525	0.148148148	0	0	1
CN201210426407.1	0	0.008196721	0.010752688	0.125	0.416666667	0.333333333	0.166666667	1	1	0.2	0.2	0.4	0	0	0	0	0	0.222222222	0.333333333	0.4	0.642857143	0	0.024590164	0.074074074	0	0	0.8
CN201310744759.6	0	0.013114754	0.043010753	0.125	0.166666667	0.222222222	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.040983607	0.037037037	0	0	1
CN201420024804.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.016393443	0.222222222	0	0	1
CN201320808560.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0	0	0.012295082	0	0	0	1
CN201310562843.6	0	0.008196721	0	0	0.166666667	0.222222222	0	1	1	0.466666667	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.008196721	0	0	0	1
CN201310599038.0	0	0.019672131	0.043010753	0.625	0.25	0.333333333	0	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.714285714	0	0.028688525	0.185185185	0	0	1
CN201210256097.3	0	0.027868852	0.053763441	0.125	0.25	0.111111111	0.166666667	1	1	0.066666667	0	0.2	0	0	0	0	0	0.222222222	0.25	0.2	0.642857143	0	0.020491803	0.074074074	0	0	0.8
CN201210576932.1	0	0.032786885	0.064516129	0.25	0.416666667	0.444444444	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.25	0.4	0.642857143	0	0.024590164	0.185185185	1	1	0.8
CN201210205666.1	0	0.036065574	0	0	0.166666667	0.222222222	0	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0.222222222	0.25	0.2	0.642857143	0	0.032786885	0.148148148	0	0	1
CN201320570235.5	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0.004098361	0.111111111	0	0	1
CN201320447609.4	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0.012295082	0.074074074	0	0	1
CN201410442079.3	0	0.031147541	0.096774194	0.125	0.25	0.333333333	0	1	1	0.2	0	0	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.012295082	0.148148148	0	0	1
CN201410495678.1	0	0.01147541	0	0.125	0.083333333	0.111111111	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.036885246	0.037037037	0	0	1
CN201410367957.X	0	0.037704918	0.021505376	0.625	0.25	0.222222222	0.083333333	1	1	0.466666667	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0	0	0	1
CN201410371008.9	0	0.039344262	0.010752688	0.125	0.25	0.222222222	0.083333333	1	1	0.8	0	0.2	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.040983607	0	0	0	1
CN201410384023.7	0	0.013114754	0.032258065	0.125	0.166666667	0.111111111	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.012295082	0.074074074	0	0	1
CN201410370995.0	0	0.050819672	0	0	0	0	0	1	1	0.6	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0	0	0	1
CN201410306339.4	0	0.008196721	0.010752688	0.125	0.25	0.333333333	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.333333333	0.6	0.785714286	0	0.040983607	0.074074074	0	0	1
CN201410299293.8	0	0.013114754	0	0.25	0.25	0.333333333	0	1	1	0.6	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.020491803	0	0.333333333	0.333333333	0.8
CN201420179562.2	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.008196721	0.074074074	0	0	1
CN201420465563.3	0	0.021311475	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.074074074	0	0	0.6
CN201420465554.4	0	0.021311475	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.074074074	0	0	0.6
CN201420450207.4	0	0.019672131	0.129032258	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.049180328	0.074074074	0	0	1
CN201310065036.3	0	0.004918033	0	0	0.166666667	0	0.166666667	1	1	0.266666667	0	0.2	0	0	0	0	0	0.222222222	0.25	0.4	0.714285714	0	0.008196721	0.037037037	0	0	1
CN201430104345.2	0	0.004918033	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.148148148	0	0	1
CN201430104273.1	0	0.006557377	0.053763441	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.148148148	0	0	1
CN201410225698.7	0	0.024590164	0.032258065	0	0.416666667	0.444444444	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.028688525	0.222222222	0	0	1
CN201420257920.7	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.028688525	0.074074074	0	0	1
CN201420257745.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.016393443	0.074074074	0	0	1
CN201420257723.5	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.028688525	0.074074074	0	0	1
CN201420257843.5	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.032786885	0.074074074	0	0	1
CN201410154176.2	0	0.013114754	0	0	0.166666667	0.222222222	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.024590164	0.185185185	0	0	1
CN201310025749.7	0	0.021311475	0.021505376	0	0	0	0	1	1	0.133333333	0.2	0.4	0	0	0	0	0	0.111111111	0.333333333	0.4	0.714285714	0	0.028688525	0.074074074	0	0	1
CN201310025489.3	0	0.03442623	0	0	0	0	0	1	1	0.133333333	0.2	0.4	0	0	0	0	0	0.111111111	0.333333333	0.4	0.714285714	0	0.028688525	0.074074074	0	0	1
CN201310024815.9	0	0.032786885	0	0.125	0.083333333	0.111111111	0	1	1	0.133333333	0.2	0.4	0	0	0	0	0	0.111111111	0.333333333	0.4	0.714285714	0	0.028688525	0.074074074	0	0	1
CN201420324118.5	0	0.01147541	0.053763441	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.028688525	0	0	0	1
CN201410176080.6	0	0.018032787	0	0.125	0.083333333	0	0.083333333	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201210598055.8	0	0.008196721	0.010752688	0.125	0.5	0.444444444	0.166666667	1	1	0	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.642857143	0	0.024590164	0.074074074	0	0	1
CN201310022113.7	0	0.019672131	0.021505376	0.375	0.166666667	0	0.166666667	1	1	0.266666667	0	0.2	0	0	0	0	0	0.222222222	0.166666667	0	0.714285714	0	0.040983607	0.111111111	0	0	1
CN201420175635.0	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.040983607	0.074074074	0	0	1
CN201320789349.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0.008196721	0.111111111	0.666666667	0.666666667	1
CN201410117923.5	0	0.03442623	0	0.125	0.166666667	0.222222222	0	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.036885246	0	0	0	1
CN201420249902.4	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.024590164	0.148148148	0	0	1
CN201420205668.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.004098361	0.148148148	0	0	1
CN201420179223.4	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.004098361	0.074074074	0	0	1
CN201420205248.7	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.008196721	0.074074074	0	0	1
CN201420179346.8	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.008196721	0.074074074	0	0	1
CN201420114247.1	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.004098361	0.111111111	0	0	1
CN201410050433.8	0	0.004918033	0	0.25	0.083333333	0.111111111	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.028688525	0.37037037	0	0	1
CN201310557286.9	0	0.014754098	0.010752688	0.5	0.083333333	0	0.083333333	1	1	0.133333333	0	0.2	0	0	0	0	0	0.111111111	0.25	0.4	0.714285714	1	0.036885246	0.185185185	0	0	1
CN201210421389.8	0	0.008196721	0	0.125	0.166666667	0.111111111	0.083333333	1	1	0.266666667	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.642857143	0	0.036885246	0.074074074	0	0	1
CN201210426334.6	0	0.016393443	0.021505376	0	0	0	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0.222222222	0.25	0.4	0.642857143	0	0.024590164	0.037037037	0	0	0.8
CN201410040159.6	0	0.009836066	0	0.375	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.148148148	0	0	1
CN201210401054.X	0	0.016393443	0	0	0.25	0.333333333	0	1	1	0.2	0	0.2	0	0	0	0	0	0.222222222	0.333333333	0.6	0.642857143	0	0.028688525	0.111111111	0	0	1
CN201410054696.6	0	0.059016393	0.010752688	0	0.333333333	0.222222222	0.166666667	1	1	0.133333333	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	0.8
CN201410059224.X	0	0.02295082	0.075268817	0	0.833333333	0.444444444	0.5	1	1	0.266666667	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.036885246	0.148148148	0	0	1
CN201310752028.6	0	0.006557377	0	0	0.25	0.333333333	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.714285714	0	0.032786885	0.111111111	0	0	1
